Ticket id,Interaction id,Interaction date,Mailbox,Ticket Summary,Interaction content,Innso TYPOLOGY_TICKET ,Type 1,Type 2,Type 3,Type 4,,
23002,64355,44805.60139,support.eu@aspiegel.com,RE : JetAudio+,"Dear *****(PERSON), Thank you for contacting *****(PERSON). We hope you're doing well. This email is regarding your concern about buying the JetAudio+ app from the PlayStore, and after the update you are required to purchase it again via *****(PERSON)wei ID. Don't worry I perfectly understand your request and will be happy to assist you further with the best solution. In order for us to investigate this issue further , would you be so kind to send us the following details : Model : Go to Settings>About phone>model When did the problem : occur date & time *****(PERSON)wei ID : Email address or phone number used to register HUAWEI ID *****(PERSON)wei ID register country/region : Go to Settings>HUAWEI ID>Settings>Country Screenshot/video of the issue Build number : Go to Settings>About phone >Build number HMS version : Go to Settings>About phone >Build number SN (Serial Number of phone) : Go to Settings>About phone>Status>Serial number For further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Cristiana *****(PERSON) Customer Support team *****(PERSON) SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. *****(PERSON) SE is the provider of *****(PERSON)wei Mobile Services to *****(PERSON)wei and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : Lxxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 13:46 To : xxxxx@xxxx.com Subject : *****(PERSON) Support issue submit Product: In-App Purchase Requests: View, change or cancel subscriptions Contact Full Name: *****(PERSON) Pur Phone Number: *****(PHONE) Contact Email Address: Lxxxxx@xxxx.com Summary of the issue: Hello I have problem with music player app JetAudio+ I bought the app long time ago from Play store. Long before *****(PERSON) Id was a thing and after last phone update i am reqired to buy it again via *****(PERSON) Id Home | News | Events | Products | Partners | Support Copyright *****(PERSON) SE",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Problem/Fault,AppGallery-Install/Upgrade,Other download/install/update issue,,
22994,64318,44805.52917,support.pt@aspiegel.com,[AppGallery]Problems and suggestions,Description No instrol Contact information *****(PHONE) Sent from my Huawei phone,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games ,Suggestion,General,Others,,
22994,64321,44805.53472,support.pt@aspiegel.com,RE : [AppGallery]Problems and suggestions,"Dear Customer, Thank you for contacting *****(PERSON). We hope you’re doing well. In order to give you the best solution, could you please clarify your request with following information: A description of the issue A screenshot or record video of error When issue happened Your Huawei Id: App Gallery>HMS core>Open then take a screenshot Your phone model SN number of your device App Gallery Version: Huawei App Gallery>Me> About HMS Core Version: Huawei App Gallery>HMS core>Open> Settings> About Related app Related app version The Log of App Gallery If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Alexandra *****(PERSON) Customer Support team A *****(PERSON) SE é uma empresa constituída segundo as leis da Irlanda, com sede em Dublin, Irlanda. *****(PERSON) SE é o provedor de Huawei Mobile Services para Huawei e Honor proprietários de dispositivos na Europa, Canadá, Austrália, Nova Zelândia e outros países. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 13:42 To : xxxxx@xxxx.com Subject : [AppGallery]Problems and suggestions Description No instrol Contact information *****(PHONE) Sent from my Huawei phone",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games ,Others,,,,
22983,64260,44805.44514,support.pt@aspiegel.com,[AppGallery]Probleme și sugestii,Descriere Nu se instalează Informații contact *****(PHONE) Trimis de pe telefonul meu Huawei,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Problem/Fault,AppGallery-Install/Upgrade,Can't install Apps,,
22983,64268,44805.45764,support.pt@aspiegel.com,RE : [AppGallery]Probleme și sugestii,"Stimate client, Vă mulțumim că ați contactat Aspiegel. Sperăm că vă simțiți bine. Acest e-mail este în legătură cu solicitarea dvs. privind problema AppGallery. Pentru a o putea investiga în continuare, vă rugăm să ne furnizați următoarele: 1. O descriere a problemei 2. O captură de ecran sau o înregistrare video a erorii 3. Momentul în care s-a produs problema 4. ID-ul dvs. Huawei: App Gallery>HMS core>Deschideți apoi faceți o captură de ecran 5. Modelul telefonului dvs. 6. Numărul SN al dispozitivului dvs. 7. Versiunea App Gallery: Huawei App Gallery>Me> About 8. HMS Core Version: Huawei App Gallery>HMS core>Deschideți>Setări>Despre 9. Aplicație aferentă 10. Versiunea aplicației aferente 11. Jurnal de aplicații Vă mulțumim pentru cooperare. Pentru întrebări suplimentare, vă rugăm să nu ezitați să răspundeți la acest mesaj și vom fi bucuroși să vă ajutăm să vă clarificați nelămuririle. Cu stimă, Stela Echipa de asistență pentru clienți Aspiegel A Aspiegel SE é uma empresa constituída segundo as leis da Irlanda, com sede em Dublin, Irlanda. Aspiegel SE é o provedor de Huawei Mobile Services para Huawei e Honor proprietários de dispositivos na Europa, Canadá, Austrália, Nova Zelândia e outros países. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 11:41 To : xxxxx@xxxx.com Subject : [AppGallery]Probleme și sugestii Descriere Nu se instalează Informații contact *****(PHONE) Trimis de pe telefonul meu Huawei",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Others,,,,
22982,64259,44805.44514,support.pt@aspiegel.com,Problems and suggestions متجر التطبيقات]المشاكل والاقتراحات,التفاصيل نقل الصادرة. الواردة معلومات التواصل *****(PHONE),AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games ,Others,,,,
22980,64253,44805.44097,support.eu@aspiegel.com,Aspiegel Support issue submit,"Product: Other products Requests: Requests Contact Full Name: Aust horst Phone Number: +*****(PHONE) Contact Email Address: xxxxx@xxxx.com Summary of the issue: Deutsch bitte Ich habe bei der Gamescom Halle 7 appgaliere, Glücksrad die watch GT3 gewonnen. Ich habe keine weiteren Dokumente erhalten das diese offiziell in meinem Besitz ist.wo bekomme ich das her Home | News | Events | Products | Partners | Support Copyright Aspiegel SE",AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Others,,,,
22980,64265,44805.45486,support.de@aspiegel.com,GT3,"Sehr geehrter Herrn *****(PER), Wir empfehlen Ihnen, uns über den Discord-Kanal https://discord.gg/daCXQNc4QF direkt von Ihrem Computer aus zu kontaktieren. Wenn Sie Schwierigkeiten bei der Nutzung von Discord haben oder es vorziehen, dass wir den Fall bearbeiten, geben Sie uns bitte folgende Informationen für weitere Untersuchungen: 1. Ihre Huawei-ID 2. Ihr Dienstland AppGallery> Ich> Einstellungen> Land 2. Der Name der Spiele-App 3. Der Name der Kampagne, an der Sie teilgenommen haben 4. Geben Sie an, wie viele HUAWEI-Punkte/Gutscheine/Prämien Sie erhalten sollten 5. Ihre Discord-Kontaktinformationen, falls zutreffend Wenn Sie weitere Fragen haben, antworten Sie bitte auf diesen E-Mail-Thread und wir helfen Ihnen gerne bei Ihren Zweifeln weiter. Mit freundlichen Grüßen, *****(PER) Kundenservice Die Aspiegel SE ist eine Gesellschaft nach irischem Recht mit Sitz in *****(LOC), *****(LOC). Aspiegel SE ist der Anbieter von Huawei Mobile Services für Huawei- und Honor-Gerätebesitzer in *****(LOC), *****(LOC), *****(LOC), *****(LOC) und anderen Ländern. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 11:35 To : xxxxx@xxxx.com Subject : Aspiegel Support issue submit Product: Other products Requests: Requests Contact Full Name: Aust horst Phone Number: +*****(PHONE) Contact Email Address: xxxxx@xxxx.com Summary of the issue: Deutsch bitte Ich habe bei der Gamescom Halle 7 appgaliere, Glücksrad die watch GT3 gewonnen. Ich habe keine weiteren Dokumente erhalten das diese offiziell in meinem Besitz ist.wo bekomme ich das her Home | News | Events | Products | Partners | Support Copyright Aspiegel SE",AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Others,,,,
22980,64271,44805.46597,support.de@aspiegel.com,Re: GT3,"Es tut mir leid discord habe ich nicht und werde ich auch nicht nutzen. Ich komme aus *****(LOC) Nutze das mate 10 pro. Die Huawei ID: xxxxx@xxxx.com Ich habe keine App die zu erwähnen ist. Die Action lief am 25.8.22 in der Halle 7 Stand,, appgalerie ,, ab 14:00 auf der Gamescom.(siehe Fotos) Meine Frage nochmal : wo bekomme ich die schriftliche (Ausdruck reicht via Mail) Bestätigung das die watch GT3 mein Eigentum ist her. Auf der Gamescom gab es diesbezüglich nichts an die Hand. Mfg *****(PER) Aprikosenstr.6 *****(PHONE) Meckenheim *****(LOC) schrieb am Do., 1. Sept. *****(PHONE), 11:55: Sehr geehrter Herrn *****(PER), Wir empfehlen Ihnen, uns über den Discord-Kanal https://discord.gg/daCXQNc4QF direkt von Ihrem Computer aus zu kontaktieren. Wenn Sie Schwierigkeiten bei der Nutzung von Discord haben oder es vorziehen, dass wir den Fall bearbeiten, geben Sie uns bitte folgende Informationen für weitere Untersuchungen: 1. Ihre Huawei-ID 2. Ihr Dienstland AppGallery> Ich> Einstellungen> Land 2. Der Name der Spiele-App 3. Der Name der Kampagne, an der Sie teilgenommen haben 4. Geben Sie an, wie viele HUAWEI-Punkte/Gutscheine/Prämien Sie erhalten sollten 5. Ihre Discord-Kontaktinformationen, falls zutreffend Wenn Sie weitere Fragen haben, antworten Sie bitte auf diesen E-Mail-Thread und wir helfen Ihnen gerne bei Ihren Zweifeln weiter. Mit freundlichen Grüßen, *****(PER) Kundenservice Die Aspiegel SE ist eine Gesellschaft nach irischem Recht mit Sitz in *****(LOC), *****(LOC). Aspiegel SE ist der Anbieter von Huawei Mobile Services für Huawei- und Honor-Gerätebesitzer in *****(LOC), *****(LOC), *****(LOC), *****(LOC) und anderen Ländern. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 11:35 To : xxxxx@xxxx.com Subject : Aspiegel Support issue submit Product: Other products Requests: Requests Contact Full Name: Aust horst Phone Number: +*****(PHONE) Contact Email Address: xxxxx@xxxx.com Summary of the issue: Deutsch bitte Ich habe bei der Gamescom Halle 7 appgaliere, Glücksrad die watch GT3 gewonnen. Ich habe keine weiteren Dokumente erhalten das diese offiziell in meinem Besitz ist.wo bekomme ich das her Home | News | Events | Products | Partners | Support Copyright Aspiegel SE *****(PHONE)",AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Others,,,,
22980,64280,44805.47292,support.de@aspiegel.com,RE : GT3,"Sehr geehrter Herrn *****(PER), vielen Dank für die Bereitstellung der angeforderten Informationen. Ich bedanke mich Ihnen für Ihre Geduld in dieses lange Prozess und ich entschuldige mich Ihnen, dass Sie noch ein Bisschien warten müssen. Wir schätzen Ihre Zusammenarbeit sehr. Ich werde Ihr Problem mit unserem spezialisierten Team prüfen und Sie so schnell wie möglich über eventuelle Änderungen informieren. Mit freundlichem Gruß, *****(PER) Kundenservice Die Aspiegel SE ist eine Gesellschaft nach irischem Recht mit Sitz in *****(LOC), *****(LOC). Aspiegel SE ist der Anbieter von Huawei Mobile Services für Huawei- und Honor-Gerätebesitzer in *****(LOC), *****(LOC), *****(LOC), *****(LOC) und anderen Ländern. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 12:11 To : xxxxx@xxxx.com Subject : Re: GT3 Es tut mir leid discord habe ich nicht und werde ich auch nicht nutzen. Ich komme aus *****(LOC) Nutze das mate 10 pro. Die Huawei ID: xxxxx@xxxx.com Ich habe keine App die zu erwähnen ist. Die Action lief am 25.8.22 in der Halle 7 Stand,, appgalerie ,, ab 14:00 auf der Gamescom.(siehe Fotos) Meine Frage nochmal : wo bekomme ich die schriftliche (Ausdruck reicht via Mail) Bestätigung das die watch GT3 mein Eigentum ist her. Auf der Gamescom gab es diesbezüglich nichts an die Hand. Mfg *****(PER) Aust Aprikosenstr.6 *****(PHONE) Meckenheim *****(LOC) < xxxxx@xxxx.com> schrieb am Do., 1. Sept. *****(PHONE), 11:55: Sehr geehrter Herrn *****(PER), Wir empfehlen Ihnen, uns über den Discord-Kanal https://discord.gg/daCXQNc4QF direkt von Ihrem Computer aus zu kontaktieren. Wenn Sie Schwierigkeiten bei der Nutzung von Discord haben oder es vorziehen, dass wir den Fall bearbeiten, geben Sie uns bitte folgende Informationen für weitere Untersuchungen: 1. Ihre Huawei-ID 2. Ihr Dienstland AppGallery> Ich> Einstellungen> Land 2. Der Name der Spiele-App 3. Der Name der Kampagne, an der Sie teilgenommen haben 4. Geben Sie an, wie viele HUAWEI-Punkte/Gutscheine/Prämien Sie erhalten sollten 5. Ihre Discord-Kontaktinformationen, falls zutreffend Wenn Sie weitere Fragen haben, antworten Sie bitte auf diesen E-Mail-Thread und wir helfen Ihnen gerne bei Ihren Zweifeln weiter. Mit freundlichen Grüßen, *****(PER) Kundenservice Die Aspiegel SE ist eine Gesellschaft nach irischem Recht mit Sitz in *****(LOC), *****(LOC). Aspiegel SE ist der Anbieter von Huawei Mobile Services für Huawei- und Honor-Gerätebesitzer in *****(LOC), *****(LOC), *****(LOC), *****(LOC) und anderen Ländern. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 11:35 To : xxxxx@xxxx.com Subject : Aspiegel Support issue submit Product: Other products Requests: Requests Contact Full Name: Aust horst Phone Number: +*****(PHONE) Contact Email Address: xxxxx@xxxx.com Summary of the issue: Deutsch bitte Ich habe bei der Gamescom Halle 7 appgaliere, Glücksrad die watch GT3 gewonnen. Ich habe keine weiteren Dokumente erhalten das diese offiziell in meinem Besitz ist.wo bekomme ich das her Home | News | Events | Products | Partners | Support Copyright Aspiegel SE *****(PHONE)",AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Others,,,,
22980,64289,44805.48889,support.de@aspiegel.com,RE : GT3,"Sehr geehrter Herrn *****(PER), ich bedanke mich Ihnen für Ihre Geduld in dieses lange Prozess und ich entschuldige mich Ihnen für den Wartenzeit. Unser internes Team sagte mir, dass wir keine Möglichkeit haben, ein Dokument auszustellen, das beweist, dass der gewonnene Preis Ihnen gehört. Ich bin mir nicht sicher, was Sie erhalten haben, als Sie an der Veranstaltung teilnahmen, aber auch in diesem Fall können wir Ihnen nicht helfen. Vielen Dank für Ihre Mitarbeit Zörgen Sie nicht, uns anzusprechen, falls wir Ihnen weiter darin behilflich sein können. Mit freundlichem Gruß, *****(PER) Kundenservice Die Aspiegel SE ist eine Gesellschaft nach irischem Recht mit Sitz in *****(LOC), *****(LOC). Aspiegel SE ist der Anbieter von Huawei Mobile Services für Huawei- und Honor-Gerätebesitzer in *****(LOC), *****(LOC), *****(LOC), *****(LOC) und anderen Ländern. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 12:11 To : xxxxx@xxxx.com Subject : Re: GT3 Es tut mir leid discord habe ich nicht und werde ich auch nicht nutzen. Ich komme aus *****(LOC) Nutze das mate 10 pro. Die Huawei ID: xxxxx@xxxx.com Ich habe keine App die zu erwähnen ist. Die Action lief am 25.8.22 in der Halle 7 Stand,, appgalerie ,, ab 14:00 auf der Gamescom.(siehe Fotos) Meine Frage nochmal : wo bekomme ich die schriftliche (Ausdruck reicht via Mail) Bestätigung das die watch GT3 mein Eigentum ist her. Auf der Gamescom gab es diesbezüglich nichts an die Hand. Mfg *****(PER) Aust Aprikosenstr.6 *****(PHONE) Meckenheim *****(LOC) < xxxxx@xxxx.com> schrieb am Do., 1. Sept. *****(PHONE), 11:55: Sehr geehrter Herrn *****(PER), Wir empfehlen Ihnen, uns über den Discord-Kanal https://discord.gg/daCXQNc4QF direkt von Ihrem Computer aus zu kontaktieren. Wenn Sie Schwierigkeiten bei der Nutzung von Discord haben oder es vorziehen, dass wir den Fall bearbeiten, geben Sie uns bitte folgende Informationen für weitere Untersuchungen: 1. Ihre Huawei-ID 2. Ihr Dienstland AppGallery> Ich> Einstellungen> Land 2. Der Name der Spiele-App 3. Der Name der Kampagne, an der Sie teilgenommen haben 4. Geben Sie an, wie viele HUAWEI-Punkte/Gutscheine/Prämien Sie erhalten sollten 5. Ihre Discord-Kontaktinformationen, falls zutreffend Wenn Sie weitere Fragen haben, antworten Sie bitte auf diesen E-Mail-Thread und wir helfen Ihnen gerne bei Ihren Zweifeln weiter. Mit freundlichen Grüßen, *****(PER) Kundenservice Die Aspiegel SE ist eine Gesellschaft nach irischem Recht mit Sitz in *****(LOC), *****(LOC). Aspiegel SE ist der Anbieter von Huawei Mobile Services für Huawei- und Honor-Gerätebesitzer in *****(LOC), *****(LOC), *****(LOC), *****(LOC) und anderen Ländern. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 11:35 To : xxxxx@xxxx.com Subject : Aspiegel Support issue submit Product: Other products Requests: Requests Contact Full Name: Aust horst Phone Number: +*****(PHONE) Contact Email Address: xxxxx@xxxx.com Summary of the issue: Deutsch bitte Ich habe bei der Gamescom Halle 7 appgaliere, Glücksrad die watch GT3 gewonnen. Ich habe keine weiteren Dokumente erhalten das diese offiziell in meinem Besitz ist.wo bekomme ich das her Home | News | Events | Products | Partners | Support Copyright Aspiegel SE *****(PHONE)",AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Others,,,,
22978,64246,44805.43056,support.pt@aspiegel.com,[AppGallery]Problems and suggestions,Description Nu merge instalat Contact information Vxxxxx@xxxx.com Sent from my Huawei phone,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games ,Problem/Fault,AppGallery-Install/Upgrade,Can't install Apps,,
22978,64255,44805.44375,support.eu@aspiegel.com,RE : [AppGallery]Problems and suggestions,"Stimate client, Vă mulțumim că ați contactat Aspiegel. Sperăm că sunteti bine. Pentru a vă oferi cea mai bună soluție, vă solicitam urmatoarele informații: 1. O descriere a problemei. 2. O captură de ecran sau o înregistrare video a erorii. 3. Momentul în care s-a produs problema. 4. ID-ul dumneavoastra de Huawei: AppGallery>HMS core>Deschideți apoi faceți o captură de ecran. 5. Modelul telefonului dvs. 6. Numărul SN al dispozitivului dvs. 7. Versiunea AppGallery: Huawei AppGallery>Me> About. 8. HMS Core Version: Huawei AppGallery>HMS core>Deschideți>Setări>About. 9. Aplicație asociată. 10. Versiunea aplicației asociate. 11. Registrul AppGallery Dacă aveți întrebări suplimentare, nu ezitați să răspundeți la acest e-mail și vom fi bucuroși să vă ajutăm să vă clarificați îndoielile. Cu respect, Claudiu Aspiegel Customer Support team Aspiegel SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. Aspiegel SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in Europe, Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 11:20 To : xxxxx@xxxx.com Subject : [AppGallery]Problems and suggestions Description Nu merge instalat Contact information Vxxxxx@xxxx.com Sent from my Huawei phone",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games ,Others,,,,
22977,64245,44805.43056,support.pt@aspiegel.com,[AppGallery]Problems and suggestions,Description Nu se instalează Contact information Vxxxxx@xxxx.com Sent from my Huawei phone,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games ,Problem/Fault,AppGallery-Install/Upgrade,Can't install Apps,,
22972,64235,44805.42292,support.pt@aspiegel.com,[AppGallery]Probleme și sugestii,Descriere Nu merge stumble guysul Informații contact Nu pot spune Trimis de pe telefonul meu Huawei,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Problem/Fault,AppGallery-Install/Upgrade,Can't install Apps,,
22972,64242,44805.43056,support.pt@aspiegel.com,RE : [AppGallery]Probleme și sugestii,"Stimate client, Vă mulțumim că ați contactat Aspiegel. Sperăm că vă simțiți bine. Acest e-mail este în legătură cu solicitarea dvs. privind problema AppGallery. Pentru a o putea investiga în continuare, vă rugăm să ne furnizați următoarele: 1. O descriere a problemei 2. O captură de ecran sau o înregistrare video a erorii 3. Momentul în care s-a produs problema 4. ID-ul dvs. Huawei: App Gallery>HMS core>Deschideți apoi faceți o captură de ecran 5. Modelul telefonului dvs. 6. Numărul SN al dispozitivului dvs. 7. Versiunea App Gallery: Huawei App Gallery>Me> About 8. HMS Core Version: Huawei App Gallery>HMS core>Deschideți>Setări>Despre 9. Aplicație aferentă 10. Versiunea aplicației aferente 11. Jurnal de aplicații Vă mulțumim pentru cooperare. Pentru întrebări suplimentare, vă rugăm să nu ezitați să răspundeți la acest mesaj și vom fi bucuroși să vă ajutăm să vă clarificați nelămuririle. Cu stimă, Stela Echipa de asistență pentru clienți Aspiegel A Aspiegel SE é uma empresa constituída segundo as leis da Irlanda, com sede em Dublin, Irlanda. Aspiegel SE é o provedor de Huawei Mobile Services para Huawei e Honor proprietários de dispositivos na Europa, Canadá, Austrália, Nova Zelândia e outros países. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 11:09 To : xxxxx@xxxx.com Subject : [AppGallery]Probleme și sugestii Descriere Nu merge stumble guysul Informații contact Nu pot spune Trimis de pe telefonul meu Huawei",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Others,,,,
22964,64204,44805.38125,support.pt@aspiegel.com,Bonus place my Re: support.pt 自动回复: [AppGallery]Проблемы и предложения,nan,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Others,,,,
22964,64211,44805.39028,support.pt@aspiegel.com,RE : Bonus place my Re: support.pt 自动回复: [AppGallery]Проблемы и предложения,"Dear Customer, Thank you for contacting *****(PERSON). We hope you’re doing well. In order to give you the best solution, could you please clarify your request with following information: A description of the issue A screenshot or record video of error When issue happened Your Huawei Id: App Gallery>HMS core>Open then take a screenshot Your phone model SN number of your device App Gallery Version: Huawei App Gallery>Me> About HMS Core Version: Huawei App Gallery>HMS core>Open> Settings> About Related app Related app version The Log of App Gallery If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Alexandra *****(PERSON) Customer Support team A *****(PERSON) SE é uma empresa constituída segundo as leis da Irlanda, com sede em Dublin, Irlanda. *****(PERSON) SE é o provedor de Huawei Mobile Services para Huawei e Honor proprietários de dispositivos na Europa, Canadá, Austrália, Nova Zelândia e outros países. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 10:09 To : xxxxx@xxxx.com Subject : Bonus place my Re: support.pt 自动回复: [AppGallery]Проблемы и предложения",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Others,,,,
22964,64204,,support.pt@aspiegel.com,Bonus place my Re: support.pt 自动回复: [AppGallery]Проблемы и предложения,nan,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Others,,,,
22963,64202,44805.38125,support.pt@aspiegel.com,[AppGallery]Проблемы и предложения,Timestamp: *****(PHONE)-06-28T11:17:39Z Message: AADSTS*****(PHONE): The endpoint only accepts POST requests. Received a GET request. Контактные данные *****(PHONE) Request Id: *****(PHONE)-ae29-*****(PHONE)-bed1-6d*****(PHONE)a400 Correlation Id: bdd986f6-7e0c-4a65-a7dc-1c*****(PHONE)a*****(PHONE),AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Others,,,,
22963,64209,44805.38819,support.pt@aspiegel.com,RE : [AppGallery]Проблемы и предложения,"Dear Customer, Thank you for contacting *****(PERSON). We hope you’re doing well. In order to give you the best solution, could you please clarify your request with following information: A description of the issue A screenshot or record video of error When issue happened Your Huawei Id: App Gallery>HMS core>Open then take a screenshot Your phone model SN number of your device App Gallery Version: Huawei App Gallery>Me> About HMS Core Version: Huawei App Gallery>HMS core>Open> Settings> About Related app Related app version The Log of App Gallery If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Alexandra *****(PERSON) Customer Support team A *****(PERSON) SE é uma empresa constituída segundo as leis da Irlanda, com sede em Dublin, Irlanda. *****(PERSON) SE é o provedor de Huawei Mobile Services para Huawei e Honor proprietários de dispositivos na Europa, Canadá, Austrália, Nova Zelândia e outros países. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 10:09 To : xxxxx@xxxx.com Subject : [AppGallery]Проблемы и предложения Timestamp: *****(PHONE)-06-28T11:17:39Z Message: AADSTS*****(PHONE): The endpoint only accepts POST requests. Received a GET request. Контактные данные *****(PHONE) Request Id: *****(PHONE)-ae29-*****(PHONE)-bed1-6d*****(PHONE)a400 Correlation Id: bdd986f6-7e0c-4a65-a7dc-1c*****(PHONE)a*****(PHONE)",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Others,,,,
22962,64200,44805.38125,support.eu@aspiegel.com,VIP September special CH,how do i become a VIP if i do saw if it's right you have to spend *****(PHONE) CHF every month and i spend over *****(PHONE) CHF i wanted to ask i do i get the VIP for the exclusive monthly offer.,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,,
22962,64225,44805.40833,support.eu@aspiegel.com,RE : VIP September special CH,"Dear customer, Thank you for contacting *****(PERSON). We hope you’re doing well. This email is in regards to your concern about how to become a VIP. Can you please give us more details about the campaign you are trying to participate so we can assist further? -The name/title of the campaign - The activity region/country If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Stela *****(PERSON) Customer Support team *****(PERSON) SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. *****(PERSON) SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 10:09 To : xxxxx@xxxx.com Subject : VIP September special CH how do i become a VIP if i do saw if it's right you have to spend *****(PHONE) CHF every month and i spend over *****(PHONE) CHF i wanted to ask i do i get the VIP for the exclusive monthly offer.","AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,,
22962,64230,44805.4125,support.eu@aspiegel.com,Re: RE : VIP September special CH,"the name: VIP september special CH (vip users only) country : Switzerland ‫בתאריך יום ה׳, 1 בספט׳ *****(PHONE) ב-11:49 מאת <‪xxxxx@xxxx.com‬‏>:‬ Dear customer, Thank you for contacting *****(PERSON). We hope you’re doing well. This email is in regards to your concern about how to become a VIP. Can you please give us more details about the campaign you are trying to participate so we can assist further? -The name/title of the campaign - The activity region/country If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Stela *****(PERSON) Customer Support team *****(PERSON) SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. *****(PERSON) SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 10:09 To : xxxxx@xxxx.com Subject : VIP September special CH how do i become a VIP if i do saw if it's right you have to spend *****(PHONE) CHF every month and i spend over *****(PHONE) CHF i wanted to ask i do i get the VIP for the exclusive monthly offer. *****(PHONE)","AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,,
